Utterance,Emotion_anger,Emotion_disgust,Emotion_fear,Emotion_joy,Emotion_neutral,Emotion_sadness,Emotion_surprise,Sentiment_negative,Sentiment_neutral,Sentiment_positive
How does that sound?,False,False,False,False,True,False,False,False,True,False
"Oh, that sounds great.",False,False,False,True,False,False,False,False,False,True
"Come on over here, sweetheart.",False,False,False,False,True,False,False,False,True,False
"Oh thank you so much Mr. Kaplan, thank you so much.",False,False,False,True,False,False,False,False,False,True
"Well, I y'know, I was just, umm, I was just thinking and hoping, that umm, maybe youd want to get back together?",False,False,True,False,False,False,False,True,False,False
No. But thanks.,False,False,False,False,True,False,False,False,True,False
Aw come on Phoebe would you just think about it?,False,False,False,False,False,True,False,True,False,False
Okay. No. But thanks.,False,False,False,False,True,False,False,False,True,False
"Okay, ah, see ya Pheebs.",False,False,False,False,True,False,False,False,True,False
"Wow, that was kinda brutal.",False,False,False,False,False,False,True,True,False,False
"Well okay, let this be a lesson to all of you, all right.",False,False,False,False,True,False,False,False,True,False
"Once you, once you betray me, I become like the ice woman, yknow.",False,False,False,False,True,False,False,False,True,False
"Very cold, hard, unyielding, y'know nothing,",False,False,False,False,True,False,False,False,True,False
Wow.,False,False,False,False,False,False,True,False,False,True
"I'm, I'm really sorry.",False,False,False,False,True,False,False,False,True,False
"Yeah, I'm sorry too. But, I gotta tell you, I am a little relieved.",False,False,False,False,True,False,False,False,True,False
Relieved?,False,False,False,False,False,False,True,False,False,True
"Yeah, well, I had a great time with you.. I just can't stand your friends.",False,False,False,False,True,False,False,False,True,False
"Oh my God! If you say that one more time,",True,False,False,False,False,False,False,True,False,False
Fine!,True,False,False,False,False,False,False,True,False,False
"But this break-up was not all my fault, and she, she says here,  If you accept full responsibility...  Full responsibility!",True,False,False,False,False,False,False,True,False,False
...I can begin to trust you again.,True,False,False,False,False,False,False,True,False,False
Does that seem like something you can do.,True,False,False,False,False,False,False,True,False,False
Does it?!,True,False,False,False,False,False,False,True,False,False
No?,False,False,False,False,False,False,True,True,False,False
"Look, Ross, you have what you want, youre back with Rachel.",False,False,False,False,True,False,False,False,True,False
If you bring this up now youre gonna wreck the best thing that even happened to you.,False,False,False,False,True,False,False,False,True,False
"Yeah, I know.",False,False,False,False,False,True,False,True,False,False
"I mean, no, youre right.",False,False,False,False,False,True,False,True,False,False
Yeah I guess Ill let it go.,False,False,False,False,True,False,False,False,True,False
But you-you understand how-how hard it is to forget about this.,False,False,False,False,False,True,False,True,False,False
"Sure, its hard to forget!",False,False,False,False,True,False,False,False,True,False
But that doesnt mean you have to talk about it!,False,False,False,False,True,False,False,False,True,False
"A lot of things happened on that trip that we should never,  ever talk about.",False,False,False,False,True,False,False,False,True,False
What the hell happened on that beach?!,False,False,False,False,False,False,True,True,False,False
"Its between us and the sea, Ross!",False,False,False,False,True,False,False,False,True,False
I didnt think you were gay. I do now.,False,False,False,True,False,False,False,False,False,True
"See my friend-my friend, Rachel, she wants to be set up.",False,False,False,False,True,False,False,False,True,False
"Ahh, I just got out of a big relationship, Im not looking for any thing serious.",False,False,False,False,False,True,False,True,False,False
"Oh, yknow what, that might be okay even if it was just kind of a fling, that might be all right with Rachel.",False,False,False,False,True,False,False,False,True,False
"Whoa-whoa-whoa-whoa! Is this, hot Rachel, that you took to the Christmas party, Rachel?",False,False,False,False,False,False,True,False,False,True
"Oh, by the way, that is her full name.",False,False,False,False,True,False,False,False,True,False
Oh wow! Im free for her!,False,False,False,True,False,False,False,False,False,True
"Oh, wait a second! I didnt say I wasnt free!",False,False,False,False,False,False,True,False,False,True
"Hey, Chandler, why dont we talk this over at the Ranger game tomorrow?",False,False,False,False,True,False,False,False,True,False
"Hold on, yknow I",False,False,False,False,True,False,False,False,True,False
"Oh well, thats uh, a little later than I uh, generally care to stay, but sure!",False,False,False,True,False,False,False,False,False,True
"Maybe, before the game we could enjoy some eight year old some small batch Basel Hadens.",False,False,False,False,True,False,False,False,True,False
"Well, I dont really know what that is, but",False,False,False,False,True,False,False,False,True,False
"Monica, let's go. Come on now people, woman in labor.",False,False,False,False,True,False,False,False,True,False
"Hey Ross, look what I've got going here.",False,False,False,False,True,False,False,False,True,False
"Yeah, save it for the cab, okay.",False,True,False,False,False,False,False,True,False,False
What are you doing? We're going to a hospital.,False,False,False,False,False,False,True,True,False,False
"What, so I can't lokk nice? There might be doctors there.",False,False,False,False,True,False,False,False,True,False
"Joey, get out of the fridge.",True,False,False,False,False,False,False,True,False,False
"All right, all right.",True,False,False,False,False,False,False,True,False,False
What is that?,False,False,False,False,False,False,True,True,False,False
For the ride.,False,False,False,False,True,False,False,False,True,False
"Yeah, like in a cab...",False,False,False,False,True,False,False,False,True,False
Save it.,False,False,False,False,True,False,False,False,True,False
"Okay, hating this.",False,True,False,False,False,False,False,True,False,False
"Monica, come on now. Let's go, baby coming.",False,False,False,False,True,False,False,False,True,False
"I can't belive it, I'm gonna be an aunt. I'm gonna have like a nephew.",False,False,False,True,False,False,False,False,False,True
"That's nice. Get out Let's go, come on.",False,True,False,False,False,False,False,True,False,False
"All right, I'm going. I'm going.",True,False,False,False,False,False,False,True,False,False
"Here we go, here we go.",False,False,False,False,True,False,False,False,True,False
